mode;id_;num;head;person1_sex;person2_sex;action;layout;expression;surroundings;person1_action;person2_action;person1_expression;person2_expression;
hard;55;2;A low angle shot of;man;woman;{0} stepping on {1}'s foot;while they stand facing each other;{0} looking embarrassed while {1} looks frustrated;open_square;{0} stepping on {1}'s foot;{1} having her foot stepped on by {0};looking embarrassed;looks frustrated;
hard;56;2;A close shot of;man;woman;{0} and {1} giving each other a high-five;facing one another;both laughing;open_green_park;{0} giving {1} a high-five ;{1} giving {0} a high-five ;laughing;laughing;
hard;57;2;A long shot of;man;woman;{0} and {1} giving each other a high-five;standing apart;both excited;dense_forest;{0} giving {1} a high-five ;{1} giving {0} a high-five ;excited;excited;
hard;58;2;A high angle shot of;woman;man;{0} and {1} giving each other a high-five;while looking up;both grinning;serene_beach;{0} giving {1} a high-five ;{1} giving {0} a high-five ;grinning;grinning;
hard;59;2;A low angle shot of;woman;man;{0} and {1} giving each other a high-five;{0} and {1} are mid-air;both appearing thrilled;remote_valley;{0} giving {1} a high-five ;{1} giving {0} a high-five ;appearing thrilled;appearing thrilled;
hard;60;2;A close shot of;woman;man;{0} and {1} clinking glasses;{0} is positioned right across from {1};both smiling;tropical_beach;{0} clinking glasses with {1};{1} clinking glasses with {0};smiling;smiling;
hard;61;2;A long shot of;woman;man;{0} and {1} clinking glasses;standing side by side;both appearing happy;town_square;{0} clinking glasses with {1};{1} clinking glasses with {0};appearing happy;appearing happy;
hard;62;2;A high angle shot of;man;woman;{0} and {1} clinking glasses;standing face to face;both looking cheerful;city_street;{0} clinking glasses with {1};{1} clinking glasses with {0};looking cheerful;looking cheerful;
hard;63;2;A low angle shot of;man;woman;{0} and {1} clinking glasses;facing each other;both appearing joyful;steep_city_street;{0} clinking glasses with {1};{1} clinking glasses with {0};appearing joyful;appearing joyful;
hard;64;2;A close shot of;man;woman;{0} and {1} carrying a box together;while walking towards somewhere;both looking focused;conference_room;{0} carrying a box together with {1};{1} carrying a box together with {0};looking focused;looking focused;
hard;65;2;A long shot of;man;woman;{0} and {1} carrying a box together;while bending their knees;both looking determined;modern_office;{0} carrying a box together with {1};{1} carrying a box together with {0};looking determined;looking determined;
hard;66;2;A high angle shot of;woman;man;{0} and {1} carrying a box together;in a face-to-face position;both looking slightly strained;rustic_café;{0} carrying a box together with {1};{1} carrying a box together with {0};looking slightly strained;looking slightly strained;
hard;67;2;A low angle shot of;woman;man;{0} and {1} carrying a box together;standing opposite each other;both looking tired;rose_garden;{0} carrying a box together with {1};{1} carrying a box together with {0};looking tired;looking tired;
hard;68;2;A close shot of;woman;man;{0} taking a picture of {1} with a camera.; {0} is standing in front of {1};{0} looking focused while {1} smiles;sunlit_pasture;{0} carrying a box together with {1};{1} being taken a picture of by {0} with a camera;looking focused;smiling;
hard;69;2;A long shot of;woman;man;{0} taking a picture of {1} with a camera.;standing apart;{0} looking professional while {1} poses;basketball_court;{0} taking a picture of {1} with a camera.;{1} being taken a picture of by {0} with a camera;looking professional;poses;
hard;70;2;A high angle shot of;man;woman;{0} taking a picture of {1} with a camera.;at a slight distance;both looking engaged;reading_room;{0} taking a picture of {1} with a camera.;{1} being taken a picture of by {0} with a camera;looking engaged;looking engaged;
hard;71;2;A low angle shot of;man;woman;{0} taking a picture of {1} with a camera.;{0} is crouching while {1} is standing;{0} looking concentrated while {1} looks relaxed;cozy_living_room;{0} taking a picture of {1} with a camera.;{1} being taken a picture of by {0} with a camera;looking concentrated;looks relaxed;
hard;72;2;A close shot of;man;woman;{0} following {1} down a street;{0} is walking behind {1};{0} looking curious while {1} looks unaware;modern_living_room;{0} following {1} down a street;{1} being followed down a street by {0};looking curious;looks unaware;
hard;73;2;A long shot of;man;woman;{0} following {1} down a street;{0} is walking a few steps behind {1};{0} looking hesitant while {1} walks confidently;stone-paved_alley;{0} following {1} down a street;{1} being followed down a street by {0};looking hesitant;walks confidently;
hard;74;2;A high angle shot of;woman;man;{0} following {1} down a street;walking in a straight line;{0} looking nervous while {1} looks focused ahead;open_square;{0} following {1} down a street;{1} being followed down a street by {0};looking nervous;looks focused ahead;
hard;75;2;A low angle shot of;woman;man;{0} following {1} down a street;at a slight distance;{0} looking suspicious while {1} looks relaxed;open_green_park;{0} following {1} down a street;{1} being followed down a street by {0};looking suspicious;looks relaxed;
hard;76;2;A close shot of;woman;man;{0} whispering into {1}’s ear;putting their heads together;{0} looking playful while {1} looks surprised;dense_forest;{0} whispering into {1}’s ear;{1} having a whisper in his ear by {0};looking playful ;looks surprised;
hard;77;2;A long shot of;woman;man;{0} whispering into {1}’s ear;{0} is leaning towards {1};{0} looking secretive while {1} listens with a curious expression;serene_beach;{0} whispering into {1}’s ear;{1} having a whisper in his ear by {0};looking secretive;listening with a curious expression;
hard;78;2;A high angle shot of;man;woman;{0} whispering into {1}’s ear;viewed from above;{0} looking serious while {1} looks shocked;remote_valley;{0} whispering into {1}’s ear;{1} having a whisper in her ear by {0};looking serious;looks shocked;
hard;79;2;A low angle shot of;man;woman;{0} whispering into {1}’s ear;leaning in close to each other;{0} looking excited while {1} smiles mischievously;tropical_beach;{0} whispering into {1}’s ear;{1} having a whisper in her ear by {0};looking excited;smiles mischievously;
hard;80;2;A close shot of;man;woman;{0} and {1} exchanging a book;{0} is standing on the left side and {1} is standing on the right side;both looking curious;conference_room;{0} exchanging a book with {1};{1} exchanging a book with {0};looking curious;looking curious;
hard;81;2;A long shot of;man;woman;{0} and {1} exchanging a book;{0} is standing slightly in front of {1};both looking engaged;town_square;{0} exchanging a book with {1};{1} exchanging a book with {0};looking engaged;looking engaged;
hard;82;2;A high angle shot of;woman;man;{0} and {1} exchanging a book;putting their heads together;both looking neutral;modern_office;{0} exchanging a book with {1};{1} exchanging a book with {0};looking neutral;looking neutral;
hard;83;2;A low angle shot of;woman;man;{0} and {1} exchanging a book;standing side by side;both smiling slightly;rustic_café;{0} exchanging a book with {1};{1} exchanging a book with {0};smiling slightly;smiling slightly;
hard;84;2;A close shot of;woman;man;{0} supporting {1} as they walk;{0} is standing right next to {1};{0} looking concerned while {1} looks weak;city_street;{0} supporting {1} as they walk;{1} being supported by {0} as they walk;looking concerned;looks weak;
hard;85;2;A long shot of;woman;man;{0} supporting {1} as they walk;{0} is standing close to {1};both looking serious;steep_city_street;{0} supporting {1} as they walk;{1} being supported by {0} as they walk;looking serious;looking serious;
hard;86;2;A high angle shot of;man;woman;{0} supporting {1} as they walk;standing just beside {1};{0} looking caring while {1} looks grateful ;rose_garden;{0} supporting {1} as they walk;{1} being supported by {0} as they walk;looking caring;looks grateful ;
hard;87;2;A low angle shot of;man;woman;{0} supporting {1} as they walk;standing side by side;both looking determined;sunlit_pasture;{0} supporting {1} as they walk;{1} being supported by {0} as they walk;looking determined;looking determined;
hard;88;2;A close shot of;man;woman;{0} and {1} playing rock-paper-scissors;{0} standing on the left side of viewer and {1} standing on the right side;both laughing;basketball_court;{0} playing rock-paper-scissors with {1};{1} playing rock-paper-scissors with {0};laughing;laughing;
hard;89;2;A long shot of;man;woman;{0} and {1} playing rock-paper-scissors;standing next to each other;looking competitive;reading_room;{0} playing rock-paper-scissors with {1};{1} playing rock-paper-scissors with {0};competitive;competitive;
hard;90;2;A high angle shot of;woman;man;{0} and {1} playing rock-paper-scissors;crouching slightly;looking amused;cozy_living_room;{0} playing rock-paper-scissors with {1};{1} playing rock-paper-scissors with {0};amused;amused;
hard;91;2;A low angle shot of;woman;man;{0} and {1} playing rock-paper-scissors;making their gestures appear dramatic;both smiling;modern_living_room;{0} playing rock-paper-scissors with {1};{1} playing rock-paper-scissors with {0};smiling;smiling;
