mode,prompt_type,id_,score,reason,comp_tok_sum,prompt_tok_sum
hard,action+background,75,5,,6,914
hard,action+background,76,3,,6,914
hard,action+background,77,4,,6,914
hard,action+background,78,4,,6,914
hard,action+background,79,4,,6,914
hard,action+background,80,7,,6,914
hard,action+background,81,8,,6,914
hard,action+background,82,8,,6,913
hard,action+background,83,7,,6,916
hard,action+background,84,6,,6,914
hard,action+background,85,7,,6,914
hard,action+background,86,7,,6,914
hard,action+background,87,6,,6,914
hard,action+background,88,6,,6,916
hard,action+background,89,7,,6,915
hard,action+background,90,4,,6,916
hard,action+background,91,5,,6,916
hard,all,0,2,,6,926
hard,all,1,2,,6,929
hard,all,2,4,,6,938
hard,all,3,3,,6,925
hard,all,4,3,,6,932
hard,all,5,3,,6,920
hard,all,6,3,,6,926
hard,all,7,2,,6,938
hard,all,8,4,,6,925
hard,all,9,5,,6,929
hard,all,10,4,,6,930
hard,all,11,6,,6,929
hard,all,12,6,,6,935
hard,all,13,6,,6,922
hard,all,14,5,,6,941
hard,all,15,3,,6,945
hard,all,16,4,,6,932
hard,all,17,3,,6,928
hard,all,18,3,,6,933
hard,all,19,6,,6,930
hard,all,20,6,,6,930
hard,all,21,7,,6,933
hard,all,22,6,,6,920
hard,all,23,6,,6,932
hard,all,24,7,,6,924
hard,all,25,5,,6,929
hard,all,26,4,,6,928
hard,all,27,6,,6,928
hard,all,28,8,,6,931
hard,all,29,6,,6,936
hard,all,30,5,,6,935
hard,all,31,4,,6,935
hard,all,32,6,,6,927
hard,all,33,6,,6,929
hard,all,34,4,,6,930
hard,all,35,6,,6,924
hard,all,36,4,,6,935
hard,all,37,6,,6,922
hard,all,38,3,,6,937
hard,all,39,3,,6,934
hard,all,40,8,,6,937
hard,all,41,6,,6,934
hard,all,42,8,,6,924
hard,all,43,8,,6,926
hard,all,44,5,,6,929
hard,all,45,5,,6,925
hard,all,46,3,,6,931
hard,all,47,6,,6,921
hard,all,48,4,,6,936
hard,all,49,5,,6,928
hard,all,50,7,,6,935
hard,all,51,5,,6,929
hard,all,52,3,,6,933
hard,all,53,3,,6,932
hard,all,54,3,,6,929
hard,all,55,5,,6,931
hard,all,56,6,,6,925
hard,all,57,5,,6,923
hard,all,58,4,,6,926
hard,all,59,3,,6,931
hard,all,60,7,,6,927
hard,all,61,6,,6,924
hard,all,62,8,,6,925
hard,all,63,6,,6,924
hard,all,64,6,,6,925
hard,all,65,7,,6,924
hard,all,66,5,,6,931
hard,all,67,5,,6,926
hard,all,68,7,,6,938
hard,all,69,5,,6,930
hard,all,70,7,,6,927
hard,all,71,4,,6,940
hard,all,72,4,,6,933
hard,all,73,4,,6,937
hard,all,74,6,,6,932
hard,all,75,3,,6,931
hard,all,76,6,,6,930
hard,all,77,3,,6,937
hard,all,78,3,,6,930
hard,all,79,4,,6,935
hard,all,80,7,,6,937
hard,all,81,7,,6,930
hard,all,82,5,,6,924
hard,all,83,8,,6,927
hard,all,84,3,,6,935
hard,all,85,5,,6,928
hard,all,86,6,,6,932
hard,all,87,6,,6,925
hard,all,88,5,,6,938
hard,all,89,6,,6,925
hard,all,90,6,,6,925
hard,all,91,8,,6,927
