mode,prompt_type,id_,sum,score1,score2,score3,score4,score5,score6,score7,score8,score9,score10,score11,score12,score13,score14,score15,score16,score17,score18,reason1,reason2,reason3,reason4,reason5,reason6,reason7,reason8,reason9,reason10,reason11,reason12,reason13,reason14,reason15,reason16,reason17,reason18,comp_tok_sum,prompt_tok_sum
easy,action+background,38,76,5,5,5,5,2,5,5,5,3,2,5,5,5,5,1,5,3,5,,,,,,,,,,,,,,,,,,,90,11345
easy,action+background,39,50,5,1,4,5,2,2,1,3,2,2,5,5,1,1,1,2,3,5,,,,,,,,,,,,,,,,,,,90,11345
easy,action+background,40,67,5,5,5,5,2,2,5,5,2,2,5,5,5,1,1,4,3,5,,,,,,,,,,,,,,,,,,,90,11336
easy,action+background,41,80,5,5,2,5,5,5,5,5,3,4,5,5,5,5,1,5,5,5,,,,,,,,,,,,,,,,,,,90,11318
easy,action+background,42,71,5,5,5,5,2,5,5,5,2,2,5,5,5,1,1,5,3,5,,,,,,,,,,,,,,,,,,,90,11327
easy,action+background,43,79,5,5,5,5,2,5,5,5,2,2,5,5,5,5,5,5,3,5,,,,,,,,,,,,,,,,,,,90,11318
easy,action+background,44,75,5,5,5,5,2,5,5,5,3,1,5,5,5,1,5,5,3,5,,,,,,,,,,,,,,,,,,,90,11300
easy,action+background,45,73,5,5,5,5,2,5,5,4,3,2,5,1,3,5,5,5,3,5,,,,,,,,,,,,,,,,,,,90,11300
easy,action+background,46,71,5,5,5,5,2,5,5,5,3,1,5,5,5,1,1,5,3,5,,,,,,,,,,,,,,,,,,,90,11291
easy,action+background,47,54,5,5,3,5,2,5,5,1,1,1,5,1,1,1,1,4,3,5,,,,,,,,,,,,,,,,,,,90,11300
easy,action+background,48,52,5,5,2,2,2,5,5,1,1,2,5,1,2,1,1,4,3,5,,,,,,,,,,,,,,,,,,,90,11336
easy,action+background,49,64,5,5,4,5,2,5,5,1,4,2,5,1,1,5,1,5,3,5,,,,,,,,,,,,,,,,,,,90,11336
easy,action+background,50,67,5,5,4,5,2,5,5,1,3,2,5,1,1,5,5,5,3,5,,,,,,,,,,,,,,,,,,,90,11327
easy,action+background,51,69,5,4,4,5,2,5,5,1,2,4,5,1,1,5,5,5,5,5,,,,,,,,,,,,,,,,,,,90,11354
easy,all,0,73,5,5,5,5,2,5,5,5,4,2,5,5,5,1,1,5,3,5,,,,,,,,,,,,,,,,,,,90,11363
easy,all,1,70,5,5,5,5,2,5,5,1,1,2,5,5,5,5,1,5,3,5,,,,,,,,,,,,,,,,,,,90,11345
easy,all,2,69,5,5,5,5,2,5,5,5,1,1,5,5,5,1,1,5,3,5,,,,,,,,,,,,,,,,,,,90,11363
easy,all,3,72,5,5,5,5,2,5,3,5,1,3,4,5,5,5,1,5,3,5,,,,,,,,,,,,,,,,,,,90,11336
easy,all,4,71,5,5,2,4,2,5,5,1,1,3,5,5,5,5,5,5,3,5,,,,,,,,,,,,,,,,,,,90,11363
easy,all,5,78,5,5,2,5,4,5,5,5,1,3,5,5,5,5,5,5,3,5,,,,,,,,,,,,,,,,,,,90,11345
easy,all,6,77,5,5,5,5,2,5,5,5,2,1,4,5,5,5,5,5,3,5,,,,,,,,,,,,,,,,,,,90,11408
easy,all,7,59,5,5,2,5,2,5,5,1,1,2,5,1,5,1,1,5,3,5,,,,,,,,,,,,,,,,,,,90,11372
easy,all,8,75,5,5,5,5,2,5,5,5,3,1,5,5,5,5,1,5,3,5,,,,,,,,,,,,,,,,,,,90,11399
easy,all,9,67,5,5,2,2,2,5,5,5,3,3,5,5,5,1,1,5,3,5,,,,,,,,,,,,,,,,,,,90,11390
easy,all,10,70,5,5,5,5,2,5,5,5,2,1,5,5,5,1,1,5,3,5,,,,,,,,,,,,,,,,,,,90,11354
easy,all,11,62,5,5,2,5,2,5,5,2,2,2,5,1,3,5,1,4,3,5,,,,,,,,,,,,,,,,,,,90,11399
easy,all,12,67,5,4,5,5,2,2,5,5,2,2,5,5,5,1,1,5,3,5,,,,,,,,,,,,,,,,,,,90,11399
easy,all,13,68,5,1,2,5,2,5,5,3,3,3,5,1,5,5,5,5,3,5,,,,,,,,,,,,,,,,,,,90,11399
easy,all,14,71,5,5,2,5,2,5,5,3,3,2,5,5,5,5,1,5,3,5,,,,,,,,,,,,,,,,,,,90,11408
easy,all,15,67,5,5,2,5,4,2,5,3,2,4,5,5,5,1,1,5,3,5,,,,,,,,,,,,,,,,,,,90,11408
easy,all,16,76,5,5,2,5,2,5,5,5,2,2,5,5,5,5,5,5,3,5,,,,,,,,,,,,,,,,,,,90,11390
easy,all,17,66,5,5,2,2,2,5,5,5,2,2,2,5,5,5,1,5,3,5,,,,,,,,,,,,,,,,,,,90,11381
easy,all,18,52,3,1,2,5,2,5,5,1,1,1,5,1,1,5,1,5,3,5,,,,,,,,,,,,,,,,,,,90,11354
easy,all,19,70,5,5,2,5,2,5,5,2,2,3,5,1,3,5,5,5,5,5,,,,,,,,,,,,,,,,,,,90,11417
easy,all,20,68,5,5,2,5,2,5,5,3,3,3,5,1,5,5,1,5,3,5,,,,,,,,,,,,,,,,,,,90,11390
easy,all,21,60,5,5,2,5,2,5,5,1,1,3,5,1,1,5,1,5,3,5,,,,,,,,,,,,,,,,,,,90,11417
easy,all,22,74,5,5,5,5,2,5,5,5,4,3,5,1,5,5,1,5,3,5,,,,,,,,,,,,,,,,,,,90,11408
easy,all,23,66,5,5,2,5,2,5,5,3,2,2,5,1,5,1,5,5,3,5,,,,,,,,,,,,,,,,,,,90,11399
easy,all,24,75,5,5,5,5,5,5,5,5,2,4,5,5,5,1,1,4,3,5,,,,,,,,,,,,,,,,,,,90,11381
easy,all,25,54,3,1,2,5,2,5,5,1,1,1,5,1,3,1,5,5,3,5,,,,,,,,,,,,,,,,,,,90,11399
easy,all,26,71,5,5,5,5,2,5,2,5,2,2,5,5,5,1,5,4,3,5,,,,,,,,,,,,,,,,,,,90,11381
easy,all,27,70,5,5,5,5,2,4,5,5,3,1,5,5,5,1,1,5,3,5,,,,,,,,,,,,,,,,,,,90,11372
easy,all,28,76,5,5,2,5,2,5,5,3,3,3,5,5,5,5,5,5,3,5,,,,,,,,,,,,,,,,,,,90,11399
easy,all,29,69,5,5,2,2,2,5,5,5,2,2,5,5,5,5,1,5,3,5,,,,,,,,,,,,,,,,,,,90,11399
easy,all,30,52,5,5,5,3,2,2,2,2,3,2,5,3,1,1,1,2,3,5,,,,,,,,,,,,,,,,,,,90,11399
easy,all,31,74,5,5,2,5,2,5,5,5,4,2,5,5,5,5,1,5,3,5,,,,,,,,,,,,,,,,,,,90,11444
easy,all,32,63,5,5,2,5,2,5,5,1,3,3,5,1,2,5,1,5,3,5,,,,,,,,,,,,,,,,,,,90,11408
easy,all,33,72,5,5,2,5,2,5,5,3,4,2,5,5,5,5,1,5,3,5,,,,,,,,,,,,,,,,,,,90,11408
easy,all,34,57,5,5,2,5,2,5,5,2,2,2,5,1,1,1,1,5,3,5,,,,,,,,,,,,,,,,,,,90,11426
easy,all,35,59,5,5,2,5,2,5,5,2,2,3,5,1,2,1,1,5,3,5,,,,,,,,,,,,,,,,,,,90,11417
easy,all,36,65,5,4,2,5,2,5,5,4,2,2,5,5,4,1,1,5,3,5,,,,,,,,,,,,,,,,,,,90,11381
easy,all,37,60,3,4,2,5,2,5,5,2,1,4,5,1,2,5,1,5,3,5,,,,,,,,,,,,,,,,,,,90,11390
easy,all,38,61,5,5,2,5,2,5,5,1,3,2,5,1,1,5,1,5,3,5,,,,,,,,,,,,,,,,,,,90,11417
easy,all,39,75,5,5,2,5,2,5,5,4,4,2,5,5,5,5,1,5,5,5,,,,,,,,,,,,,,,,,,,90,11408
easy,all,40,72,5,5,5,5,2,5,5,3,2,1,5,5,5,5,1,5,3,5,,,,,,,,,,,,,,,,,,,90,11372
easy,all,41,52,1,1,2,5,2,5,5,1,1,1,5,1,4,5,1,4,3,5,,,,,,,,,,,,,,,,,,,90,11363
easy,all,42,69,5,5,2,5,2,5,5,5,2,3,5,5,5,1,1,5,3,5,,,,,,,,,,,,,,,,,,,90,11390
easy,all,43,70,5,5,2,5,2,5,5,3,2,2,5,5,5,5,1,5,3,5,,,,,,,,,,,,,,,,,,,90,11372
easy,all,44,80,5,5,5,5,2,5,5,5,2,3,5,5,5,5,5,5,3,5,,,,,,,,,,,,,,,,,,,90,11336
easy,all,45,75,5,5,2,5,2,5,5,4,1,3,5,5,5,5,5,5,3,5,,,,,,,,,,,,,,,,,,,90,11345
easy,all,46,72,5,5,5,5,2,5,5,5,3,2,5,5,5,1,1,5,3,5,,,,,,,,,,,,,,,,,,,90,11345
easy,all,47,69,5,5,3,5,2,5,5,3,1,1,5,5,5,5,1,5,3,5,,,,,,,,,,,,,,,,,,,90,11354
easy,all,48,74,5,5,2,2,2,5,5,5,3,3,5,5,5,5,5,4,3,5,,,,,,,,,,,,,,,,,,,90,11372
easy,all,49,55,3,1,2,3,4,5,5,1,2,3,5,1,1,5,1,5,3,5,,,,,,,,,,,,,,,,,,,90,11390
easy,all,50,50,5,1,2,5,2,5,4,1,1,2,5,1,1,1,1,5,3,5,,,,,,,,,,,,,,,,,,,90,11381
easy,all,51,58,5,1,2,5,4,5,5,2,3,4,5,1,1,1,1,5,3,5,,,,,,,,,,,,,,,,,,,90,11435
medium,simple,0,72,5,5,5,5,2,5,5,5,3,3,4,5,5,5,1,5,3,1,,,,,,,,,,,,,,,,,,,90,12302
medium,simple,1,72,5,5,5,5,2,5,5,5,4,3,4,5,5,5,1,4,3,1,,,,,,,,,,,,,,,,,,,90,12302
medium,simple,2,75,5,5,5,5,2,5,5,5,3,3,3,5,5,1,5,5,3,5,,,,,,,,,,,,,,,,,,,90,12302
medium,simple,3,74,5,5,5,5,2,5,5,5,3,2,3,5,5,1,5,5,3,5,,,,,,,,,,,,,,,,,,,90,12302
medium,simple,4,68,5,5,5,5,2,2,5,5,3,2,5,5,5,1,1,4,3,5,,,,,,,,,,,,,,,,,,,90,12302
medium,simple,5,69,5,5,5,5,2,2,5,5,3,2,5,5,5,1,1,5,3,5,,,,,,,,,,,,,,,,,,,90,12302
medium,simple,6,73,5,5,5,5,2,5,5,5,4,2,5,5,5,1,1,5,3,5,,,,,,,,,,,,,,,,,,,90,12302
medium,simple,7,76,5,5,5,5,2,5,5,5,3,2,5,5,5,5,1,5,3,5,,,,,,,,,,,,,,,,,,,90,12302
medium,simple,8,79,5,5,5,5,2,5,5,5,3,1,5,5,5,5,5,5,3,5,,,,,,,,,,,,,,,,,,,90,12302
medium,simple,9,79,5,5,5,5,2,5,5,5,3,1,5,5,5,5,5,5,3,5,,,,,,,,,,,,,,,,,,,90,12302
medium,simple,10,75,5,5,5,5,2,5,5,5,3,1,5,5,5,5,1,5,3,5,,,,,,,,,,,,,,,,,,,90,12302
medium,simple,11,75,5,5,5,5,2,5,5,5,3,1,5,5,5,5,1,5,3,5,,,,,,,,,,,,,,,,,,,90,12302
medium,simple,12,69,5,5,5,5,2,5,5,3,1,2,3,5,4,5,1,5,3,5,,,,,,,,,,,,,,,,,,,90,12320
medium,simple,13,69,5,5,5,5,2,5,5,3,1,2,4,4,4,5,1,5,3,5,,,,,,,,,,,,,,,,,,,90,12320
medium,simple,14,67,5,5,5,5,2,5,5,4,2,2,4,4,4,1,1,5,3,5,,,,,,,,,,,,,,,,,,,90,12320
medium,simple,15,64,5,5,5,5,2,5,5,2,2,2,3,4,4,1,1,5,3,5,,,,,,,,,,,,,,,,,,,90,12320
medium,simple,16,67,5,5,5,5,2,2,5,1,4,1,3,1,5,5,5,5,3,5,,,,,,,,,,,,,,,,,,,90,12311
medium,simple,17,67,5,5,5,5,2,2,5,1,3,2,3,1,5,5,5,5,3,5,,,,,,,,,,,,,,,,,,,90,12311
medium,simple,18,74,5,5,5,5,2,2,5,5,2,2,3,5,5,5,5,5,3,5,,,,,,,,,,,,,,,,,,,90,12311
medium,simple,19,76,5,5,5,5,2,5,5,5,1,2,3,5,5,5,5,5,3,5,,,,,,,,,,,,,,,,,,,90,12311
medium,simple,20,67,5,5,5,5,5,5,5,1,3,4,3,1,1,1,5,5,3,5,,,,,,,,,,,,,,,,,,,90,12347
medium,simple,21,67,5,5,5,5,5,5,5,1,3,4,3,1,1,1,5,5,3,5,,,,,,,,,,,,,,,,,,,90,12347
medium,simple,22,72,5,5,5,5,5,5,5,1,4,4,3,1,1,5,5,5,3,5,,,,,,,,,,,,,,,,,,,90,12347
medium,simple,23,71,5,5,5,5,4,5,5,1,4,4,3,1,1,5,5,5,3,5,,,,,,,,,,,,,,,,,,,90,12347
medium,simple,24,70,5,5,5,5,2,5,5,5,2,2,4,5,5,1,1,5,3,5,,,,,,,,,,,,,,,,,,,90,12311
medium,simple,25,70,5,5,5,5,2,5,5,5,2,2,4,5,5,1,1,5,3,5,,,,,,,,,,,,,,,,,,,90,12311
medium,simple,26,67,5,5,5,5,2,2,5,5,2,3,4,5,5,1,1,4,3,5,,,,,,,,,,,,,,,,,,,90,12311
medium,simple,27,66,5,5,5,5,2,2,5,5,1,3,4,5,5,1,1,4,3,5,,,,,,,,,,,,,,,,,,,90,12311
medium,simple,28,64,5,5,5,5,2,2,5,5,1,2,4,5,5,1,1,3,3,5,,,,,,,,,,,,,,,,,,,90,12356
medium,simple,29,63,5,5,5,5,2,2,5,5,1,2,3,5,5,1,1,3,3,5,,,,,,,,,,,,,,,,,,,90,12356
medium,simple,30,64,5,5,4,5,2,5,5,2,3,2,4,2,2,5,1,4,3,5,,,,,,,,,,,,,,,,,,,90,12356
medium,simple,31,60,5,5,4,5,2,2,5,2,3,2,4,1,2,5,1,4,3,5,,,,,,,,,,,,,,,,,,,90,12356
medium,simple,32,81,5,5,5,5,2,5,5,5,3,3,3,5,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,90,12365
medium,simple,33,81,5,5,5,5,2,5,5,5,3,3,3,5,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,90,12365
medium,simple,34,80,5,5,5,5,2,5,5,5,2,3,3,5,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,90,12365
medium,simple,35,81,5,5,5,5,2,5,5,5,3,3,3,5,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,90,12365
medium,simple,36,69,5,5,5,5,2,2,5,5,4,2,4,5,5,1,1,5,3,5,,,,,,,,,,,,,,,,,,,90,12338
medium,simple,37,69,5,5,5,5,2,2,5,5,4,2,5,5,5,1,1,4,3,5,,,,,,,,,,,,,,,,,,,90,12338
medium,simple,38,56,4,4,2,5,2,2,5,4,2,1,4,3,3,1,1,5,3,5,,,,,,,,,,,,,,,,,,,90,12338
medium,simple,39,55,3,4,2,5,2,2,5,4,2,1,4,3,3,1,1,5,3,5,,,,,,,,,,,,,,,,,,,90,12338
medium,simple,40,75,5,5,5,5,2,5,5,5,3,2,4,5,5,5,1,5,3,5,,,,,,,,,,,,,,,,,,,90,12320
medium,simple,41,70,5,5,5,5,2,2,5,5,2,1,4,5,5,5,1,5,3,5,,,,,,,,,,,,,,,,,,,90,12320
medium,simple,42,65,5,5,5,5,2,5,5,5,2,1,4,1,5,1,1,5,3,5,,,,,,,,,,,,,,,,,,,90,12320
medium,simple,43,69,5,5,5,5,2,5,5,1,2,1,4,5,5,5,1,5,3,5,,,,,,,,,,,,,,,,,,,90,12320
medium,simple,44,74,5,5,5,5,2,5,5,5,3,2,3,5,5,1,5,5,3,5,,,,,,,,,,,,,,,,,,,90,12347
medium,simple,45,71,5,5,5,5,2,2,5,5,3,2,3,5,5,1,5,5,3,5,,,,,,,,,,,,,,,,,,,90,12347
medium,simple,46,76,5,5,4,5,2,5,5,3,4,2,3,5,5,5,5,5,3,5,,,,,,,,,,,,,,,,,,,90,12347
medium,simple,47,76,5,5,4,5,2,5,5,3,4,2,3,5,5,5,5,5,3,5,,,,,,,,,,,,,,,,,,,90,12347
medium,simple,48,53,3,5,5,5,2,2,5,1,2,2,3,1,1,1,5,4,3,3,,,,,,,,,,,,,,,,,,,90,12329
medium,simple,49,48,1,3,5,5,2,2,5,1,2,1,3,1,1,1,5,4,3,3,,,,,,,,,,,,,,,,,,,90,12329
medium,simple,50,56,5,5,4,5,2,2,3,2,2,2,3,1,2,1,5,4,3,5,,,,,,,,,,,,,,,,,,,90,12329
medium,simple,51,52,5,5,5,5,2,2,3,2,2,2,3,1,2,1,1,3,3,5,,,,,,,,,,,,,,,,,,,90,12329
medium,action+layout,0,54,5,5,2,5,2,5,5,3,2,1,3,1,1,1,1,4,3,5,,,,,,,,,,,,,,,,,,,90,12401
medium,action+layout,1,67,5,5,2,5,2,5,5,5,3,2,4,5,5,1,1,4,3,5,,,,,,,,,,,,,,,,,,,90,12410
medium,action+layout,2,67,5,5,5,5,2,5,5,5,1,1,3,5,5,1,1,5,3,5,,,,,,,,,,,,,,,,,,,90,12410
medium,action+layout,3,41,1,2,2,5,2,2,4,1,2,2,4,1,3,1,1,4,3,1,,,,,,,,,,,,,,,,,,,90,12428
medium,action+layout,4,57,5,3,2,5,2,5,5,1,4,3,5,1,1,1,1,5,3,5,,,,,,,,,,,,,,,,,,,90,12383
medium,action+layout,5,72,5,5,2,5,2,5,5,5,1,3,5,5,5,5,1,5,3,5,,,,,,,,,,,,,,,,,,,90,12365
medium,action+layout,6,71,5,5,5,5,2,5,5,5,2,2,5,5,5,1,1,5,3,5,,,,,,,,,,,,,,,,,,,90,12392
medium,action+layout,7,52,3,3,2,5,2,2,5,1,3,2,5,1,3,1,1,5,3,5,,,,,,,,,,,,,,,,,,,90,12428
medium,action+layout,8,68,5,5,2,5,2,5,5,5,3,1,5,5,5,1,1,5,3,5,,,,,,,,,,,,,,,,,,,90,12401
medium,action+layout,9,76,5,5,2,5,2,5,5,5,3,1,5,5,5,5,5,5,3,5,,,,,,,,,,,,,,,,,,,90,12392
medium,action+layout,10,64,5,5,5,5,2,2,4,5,1,1,5,5,5,1,1,4,3,5,,,,,,,,,,,,,,,,,,,90,12365
medium,action+layout,11,65,5,5,2,5,2,5,5,3,2,1,5,3,3,5,1,5,3,5,,,,,,,,,,,,,,,,,,,90,12419
medium,action+layout,12,70,5,5,2,5,2,5,5,5,1,2,4,5,5,5,1,5,3,5,,,,,,,,,,,,,,,,,,,90,12419
medium,action+layout,13,71,5,5,2,5,2,5,5,5,2,3,3,5,5,5,1,5,3,5,,,,,,,,,,,,,,,,,,,90,12455
medium,action+layout,14,69,5,5,2,5,2,5,4,4,2,1,3,4,4,5,5,5,3,5,,,,,,,,,,,,,,,,,,,90,12374
medium,action+layout,15,38,2,3,2,1,2,2,2,2,1,2,5,2,2,1,1,2,3,3,,,,,,,,,,,,,,,,,,,90,12392
medium,action+layout,16,76,5,5,5,5,2,5,5,5,3,2,3,1,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,90,12365
medium,action+layout,17,70,5,5,2,5,2,2,5,5,3,3,4,5,5,5,1,5,3,5,,,,,,,,,,,,,,,,,,,90,12392
medium,action+layout,18,75,5,5,5,5,2,2,5,5,1,2,5,5,5,5,5,5,3,5,,,,,,,,,,,,,,,,,,,90,12455
medium,action+layout,19,48,3,3,2,5,2,2,5,1,2,3,3,1,1,1,5,5,3,1,,,,,,,,,,,,,,,,,,,90,12392
medium,action+layout,20,69,5,5,5,5,5,5,5,1,2,3,3,1,1,5,5,5,3,5,,,,,,,,,,,,,,,,,,,90,12401
medium,action+layout,21,65,5,5,2,5,2,5,5,3,2,3,3,3,3,5,1,5,3,5,,,,,,,,,,,,,,,,,,,90,12410
medium,action+layout,22,45,3,1,2,5,2,2,5,1,1,2,4,1,1,1,1,5,3,5,,,,,,,,,,,,,,,,,,,90,12437
medium,action+layout,23,62,5,5,5,5,2,5,4,5,2,2,4,1,5,1,1,5,3,2,,,,,,,,,,,,,,,,,,,90,12500
medium,action+layout,24,55,5,5,2,5,2,2,5,1,2,2,3,1,1,1,5,5,3,5,,,,,,,,,,,,,,,,,,,90,12383
medium,action+layout,25,69,5,5,2,5,2,5,5,5,3,2,5,5,5,1,1,5,3,5,,,,,,,,,,,,,,,,,,,90,12419
medium,action+layout,26,69,5,5,5,5,2,2,5,5,2,1,3,5,5,1,5,5,3,5,,,,,,,,,,,,,,,,,,,90,12356
medium,action+layout,27,71,5,5,5,5,4,2,5,5,3,2,5,5,5,1,1,5,3,5,,,,,,,,,,,,,,,,,,,90,12383
medium,action+layout,28,51,5,5,2,5,2,2,2,3,1,2,3,1,3,1,1,5,3,5,,,,,,,,,,,,,,,,,,,90,12410
medium,action+layout,29,56,5,5,2,3,5,2,5,3,2,2,3,1,3,1,1,5,3,5,,,,,,,,,,,,,,,,,,,90,12392
medium,action+layout,30,71,5,5,5,5,2,2,5,5,3,2,4,5,5,1,5,4,3,5,,,,,,,,,,,,,,,,,,,90,12491
medium,action+layout,31,53,5,3,2,5,2,5,5,1,2,2,4,1,1,5,1,5,3,1,,,,,,,,,,,,,,,,,,,90,12419
medium,action+layout,32,61,5,5,2,5,2,2,5,1,2,3,3,1,2,5,5,5,3,5,,,,,,,,,,,,,,,,,,,90,12464
medium,action+layout,33,52,3,3,2,5,2,2,5,1,3,2,3,1,1,1,5,5,3,5,,,,,,,,,,,,,,,,,,,90,12446
medium,action+layout,34,56,5,5,2,5,2,5,5,1,2,2,3,1,1,1,5,3,3,5,,,,,,,,,,,,,,,,,,,90,12491
medium,action+layout,35,60,5,5,2,5,2,5,5,3,2,2,3,1,1,5,1,5,3,5,,,,,,,,,,,,,,,,,,,90,12491
medium,action+layout,36,39,1,3,2,1,2,2,4,1,2,2,4,1,1,1,1,3,3,5,,,,,,,,,,,,,,,,,,,90,12428
medium,action+layout,37,57,1,3,2,5,2,5,5,1,3,3,5,1,2,1,5,5,3,5,,,,,,,,,,,,,,,,,,,90,12392
medium,action+layout,38,40,1,1,2,1,2,2,5,1,3,2,3,1,1,1,5,5,3,1,,,,,,,,,,,,,,,,,,,90,12392
medium,action+layout,39,43,1,1,2,5,2,2,4,1,2,2,4,1,1,1,1,5,3,5,,,,,,,,,,,,,,,,,,,90,12500
medium,action+layout,40,62,5,5,5,5,2,2,5,3,1,1,3,5,5,1,1,5,3,5,,,,,,,,,,,,,,,,,,,90,12410
medium,action+layout,41,50,5,5,2,5,2,2,2,1,2,2,4,1,5,1,1,2,3,5,,,,,,,,,,,,,,,,,,,90,12437
medium,action+layout,42,42,1,3,2,1,2,5,5,1,1,1,3,1,1,5,1,5,3,1,,,,,,,,,,,,,,,,,,,90,12374
medium,action+layout,43,71,5,5,2,5,2,5,5,5,2,1,5,3,5,5,1,5,5,5,,,,,,,,,,,,,,,,,,,90,12383
medium,action+layout,44,60,5,5,5,5,2,2,2,5,2,2,1,5,5,1,1,5,5,2,,,,,,,,,,,,,,,,,,,90,12446
medium,action+layout,45,56,5,5,2,5,2,2,4,3,2,2,3,1,5,1,1,5,3,5,,,,,,,,,,,,,,,,,,,90,12518
medium,action+layout,46,72,5,5,5,5,2,5,5,5,2,1,3,5,5,5,1,5,3,5,,,,,,,,,,,,,,,,,,,90,12437
medium,action+layout,47,55,5,5,5,5,2,2,4,2,3,1,3,1,5,1,1,5,3,2,,,,,,,,,,,,,,,,,,,90,12401
medium,action+layout,48,59,3,5,2,5,2,5,5,1,2,2,3,1,1,5,5,5,3,4,,,,,,,,,,,,,,,,,,,90,12365
medium,action+layout,49,56,5,5,2,5,2,5,4,1,2,1,3,1,1,5,5,5,3,1,,,,,,,,,,,,,,,,,,,90,12473
medium,action+layout,50,66,5,5,5,5,2,5,5,1,2,1,4,1,2,5,5,5,3,5,,,,,,,,,,,,,,,,,,,90,12401
medium,action+layout,51,56,3,5,2,3,2,5,5,1,3,2,4,1,1,5,1,5,3,5,,,,,,,,,,,,,,,,,,,90,12428
medium,action+expression,0,65,5,5,5,5,2,5,5,1,4,2,3,1,3,5,1,5,3,5,,,,,,,,,,,,,,,,,,,90,12428
medium,action+expression,1,65,5,5,5,5,2,2,5,5,2,2,3,5,5,1,1,4,3,5,,,,,,,,,,,,,,,,,,,90,12347
medium,action+expression,2,67,5,5,5,5,2,2,5,5,2,3,3,5,5,1,1,5,3,5,,,,,,,,,,,,,,,,,,,90,12401
medium,action+expression,3,65,5,5,5,5,2,2,3,5,3,3,3,5,5,1,5,4,3,1,,,,,,,,,,,,,,,,,,,90,12410
medium,action+expression,4,68,5,5,5,5,2,5,5,3,3,2,5,3,5,1,1,5,3,5,,,,,,,,,,,,,,,,,,,90,12428
medium,action+expression,5,65,5,5,5,5,2,5,5,2,1,2,5,3,5,1,1,5,3,5,,,,,,,,,,,,,,,,,,,90,12410
medium,action+expression,6,69,5,5,5,5,2,2,5,5,4,2,5,5,5,1,1,4,3,5,,,,,,,,,,,,,,,,,,,90,12338
medium,action+expression,7,73,5,5,5,5,2,5,5,5,3,3,5,5,5,1,1,5,3,5,,,,,,,,,,,,,,,,,,,90,12428
medium,action+expression,8,75,5,5,5,5,2,5,5,5,3,1,5,5,5,5,1,5,3,5,,,,,,,,,,,,,,,,,,,90,12347
medium,action+expression,9,74,5,5,5,5,2,5,5,4,3,1,5,5,5,5,1,5,3,5,,,,,,,,,,,,,,,,,,,90,12392
medium,action+expression,10,68,5,5,5,5,2,5,5,3,2,1,5,5,5,1,1,5,3,5,,,,,,,,,,,,,,,,,,,90,12347
medium,action+expression,11,70,5,1,5,5,2,5,5,5,2,1,5,5,5,1,5,5,3,5,,,,,,,,,,,,,,,,,,,90,12347
medium,action+expression,12,74,5,5,5,5,2,5,5,5,2,2,4,5,5,5,1,5,3,5,,,,,,,,,,,,,,,,,,,90,12455
medium,action+expression,13,74,5,5,5,5,2,5,5,5,2,2,4,5,5,5,1,5,3,5,,,,,,,,,,,,,,,,,,,90,12365
medium,action+expression,14,77,5,5,5,5,2,5,5,5,3,2,4,5,5,5,1,5,5,5,,,,,,,,,,,,,,,,,,,90,12365
medium,action+expression,15,73,5,5,5,5,2,5,5,5,2,2,3,5,5,5,1,5,3,5,,,,,,,,,,,,,,,,,,,90,12365
medium,action+expression,16,72,5,5,5,5,2,2,5,5,3,2,4,5,5,1,5,5,3,5,,,,,,,,,,,,,,,,,,,90,12356
medium,action+expression,17,78,5,5,5,5,2,5,5,5,3,2,3,5,5,5,5,5,3,5,,,,,,,,,,,,,,,,,,,90,12347
medium,action+expression,18,77,5,5,5,5,2,5,5,5,2,2,3,5,5,5,5,5,3,5,,,,,,,,,,,,,,,,,,,90,12356
medium,action+expression,19,76,5,5,5,5,2,5,5,5,1,2,3,5,5,5,5,5,3,5,,,,,,,,,,,,,,,,,,,90,12347
medium,action+expression,20,73,5,5,5,5,2,5,5,5,2,2,3,5,5,1,5,5,3,5,,,,,,,,,,,,,,,,,,,90,12437
medium,action+expression,21,61,5,5,5,5,4,5,5,1,3,3,3,1,1,1,5,5,3,1,,,,,,,,,,,,,,,,,,,90,12392
medium,action+expression,22,69,5,5,5,5,2,5,5,5,2,2,3,5,5,1,1,5,3,5,,,,,,,,,,,,,,,,,,,90,12437
medium,action+expression,23,60,5,5,5,5,2,2,3,5,3,2,4,1,5,1,1,3,3,5,,,,,,,,,,,,,,,,,,,90,12383
medium,action+expression,24,72,5,5,5,5,2,5,5,5,1,2,3,5,5,5,1,5,3,5,,,,,,,,,,,,,,,,,,,90,12338
medium,action+expression,25,72,5,5,5,5,2,5,5,5,4,2,4,5,5,1,1,5,3,5,,,,,,,,,,,,,,,,,,,90,12347
medium,action+expression,26,74,5,5,5,5,2,5,5,5,3,2,4,5,5,5,1,4,3,5,,,,,,,,,,,,,,,,,,,90,12356
medium,action+expression,27,70,5,5,5,5,2,5,5,5,3,3,3,5,5,1,1,4,3,5,,,,,,,,,,,,,,,,,,,90,12356
