mode,prompt_type,id_,sum,score1,score2,score3,score4,score5,score6,score7,score8,score9,score10,score11,score12,score13,score14,score15,score16,score17,score18,reason1,reason2,reason3,reason4,reason5,reason6,reason7,reason8,reason9,reason10,reason11,reason12,reason13,reason14,reason15,reason16,reason17,reason18,comp_tok_sum,prompt_tok_sum
easy,action+background,38,77,5,5,5,5,5,5,5,5,3,4,5,5,5,1,1,5,3,5,,,,,,,,,,,,,,,,,,,108,11273
easy,action+background,39,77,5,5,5,5,5,5,5,5,3,4,5,5,5,1,1,5,3,5,,,,,,,,,,,,,,,,,,,108,11273
easy,action+background,40,64,5,1,5,5,2,5,5,3,1,2,5,5,5,1,1,5,3,5,,,,,,,,,,,,,,,,,,,108,11264
easy,action+background,41,68,5,5,3,5,2,5,5,5,3,1,5,5,5,1,1,4,3,5,,,,,,,,,,,,,,,,,,,108,11246
easy,action+background,42,71,5,5,5,5,2,5,5,5,2,2,5,5,5,1,1,5,3,5,,,,,,,,,,,,,,,,,,,108,11255
easy,action+background,43,79,5,5,5,5,2,5,5,5,2,2,5,5,5,5,5,5,3,5,,,,,,,,,,,,,,,,,,,108,11246
easy,action+background,44,50,5,5,2,3,2,2,2,3,2,2,5,1,4,1,1,2,3,5,,,,,,,,,,,,,,,,,,,108,11228
easy,action+background,45,78,5,5,2,5,2,5,5,5,3,1,5,5,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,108,11228
easy,action+background,46,69,5,5,2,5,4,2,2,5,4,1,5,5,5,5,1,5,3,5,,,,,,,,,,,,,,,,,,,108,11219
easy,action+background,47,73,5,5,3,5,2,5,4,5,4,2,5,5,5,5,1,4,3,5,,,,,,,,,,,,,,,,,,,108,11228
easy,action+background,48,69,5,1,5,5,4,5,5,2,3,5,5,1,5,5,1,4,3,5,,,,,,,,,,,,,,,,,,,108,11264
easy,action+background,49,55,5,1,2,2,2,5,5,1,4,2,5,1,1,5,1,5,3,5,,,,,,,,,,,,,,,,,,,108,11264
easy,action+background,50,52,1,4,2,5,2,5,5,1,3,2,5,1,2,1,1,4,3,5,,,,,,,,,,,,,,,,,,,108,11255
easy,action+background,51,55,5,4,2,4,2,5,5,1,3,2,5,1,1,1,1,5,3,5,,,,,,,,,,,,,,,,,,,108,11282
easy,all,0,76,5,5,2,5,2,5,5,5,4,2,5,5,5,5,1,5,5,5,,,,,,,,,,,,,,,,,,,108,11291
easy,all,1,70,5,5,2,5,2,5,5,2,2,3,5,5,5,1,5,5,3,5,,,,,,,,,,,,,,,,,,,108,11273
easy,all,2,66,5,5,5,5,2,5,5,1,1,1,5,5,5,1,1,4,5,5,,,,,,,,,,,,,,,,,,,108,11291
easy,all,3,72,5,5,2,4,2,5,5,5,3,2,5,5,5,5,1,5,3,5,,,,,,,,,,,,,,,,,,,108,11264
easy,all,4,69,5,1,2,5,4,5,5,3,4,3,5,5,5,5,1,5,5,1,,,,,,,,,,,,,,,,,,,108,11291
easy,all,5,69,5,5,2,5,2,5,5,5,3,2,5,5,5,1,1,5,3,5,,,,,,,,,,,,,,,,,,,108,11273
easy,all,6,68,5,5,5,5,2,5,5,2,1,4,5,5,5,1,1,4,3,5,,,,,,,,,,,,,,,,,,,108,11336
easy,all,7,74,5,5,3,5,2,5,5,5,3,2,5,5,5,5,1,5,3,5,,,,,,,,,,,,,,,,,,,108,11300
easy,all,8,66,5,5,2,5,2,5,5,3,3,1,5,1,3,5,1,5,5,5,,,,,,,,,,,,,,,,,,,108,11327
easy,all,9,70,5,5,2,5,2,5,5,5,4,3,5,5,5,1,1,4,3,5,,,,,,,,,,,,,,,,,,,108,11318
easy,all,10,67,5,5,5,5,2,5,4,5,1,2,5,5,5,1,1,3,3,5,,,,,,,,,,,,,,,,,,,108,11282
easy,all,11,61,5,5,2,5,2,5,4,2,3,2,5,3,4,1,1,4,3,5,,,,,,,,,,,,,,,,,,,108,11327
easy,all,12,72,5,5,5,5,2,5,5,5,4,2,5,5,5,1,1,4,3,5,,,,,,,,,,,,,,,,,,,108,11327
easy,all,13,65,5,1,2,5,2,5,5,5,3,2,5,5,5,1,1,5,3,5,,,,,,,,,,,,,,,,,,,108,11327
easy,all,14,74,5,5,2,5,2,5,5,5,4,2,5,5,5,5,1,5,3,5,,,,,,,,,,,,,,,,,,,108,11336
easy,all,15,71,5,5,2,5,2,5,5,3,4,2,5,5,5,5,1,4,3,5,,,,,,,,,,,,,,,,,,,108,11336
easy,all,16,72,5,1,5,5,2,5,5,5,4,2,5,5,5,5,1,4,3,5,,,,,,,,,,,,,,,,,,,108,11318
easy,all,17,67,5,5,2,2,2,5,5,5,4,2,5,5,5,1,1,5,3,5,,,,,,,,,,,,,,,,,,,108,11309
easy,all,18,61,5,1,2,5,2,5,5,2,3,2,5,5,5,1,1,4,3,5,,,,,,,,,,,,,,,,,,,108,11282
easy,all,19,62,5,5,2,5,2,5,5,2,3,2,5,1,5,1,1,5,3,5,,,,,,,,,,,,,,,,,,,108,11345
easy,all,20,71,5,5,5,5,2,5,5,3,3,3,5,1,5,1,5,5,3,5,,,,,,,,,,,,,,,,,,,108,11318
easy,all,21,65,5,5,2,5,2,5,5,5,2,3,5,1,5,1,1,5,3,5,,,,,,,,,,,,,,,,,,,108,11345
easy,all,22,74,5,5,5,5,2,5,5,5,2,2,4,5,5,5,1,5,3,5,,,,,,,,,,,,,,,,,,,108,11336
easy,all,23,73,5,5,2,5,2,5,5,5,3,2,5,5,5,5,1,5,3,5,,,,,,,,,,,,,,,,,,,108,11327
easy,all,24,73,5,5,2,5,2,5,5,5,3,2,5,5,5,5,1,5,3,5,,,,,,,,,,,,,,,,,,,108,11309
easy,all,25,76,5,5,2,5,2,5,5,5,3,1,5,5,5,5,5,5,3,5,,,,,,,,,,,,,,,,,,,108,11327
easy,all,26,66,5,5,5,5,2,2,4,5,2,3,5,5,5,1,1,3,3,5,,,,,,,,,,,,,,,,,,,108,11309
easy,all,27,74,5,5,5,5,2,5,5,5,2,1,5,5,5,5,1,5,3,5,,,,,,,,,,,,,,,,,,,108,11300
easy,all,28,65,5,5,5,5,2,5,5,3,2,2,5,3,3,1,1,5,3,5,,,,,,,,,,,,,,,,,,,108,11327
easy,all,29,51,5,5,2,2,2,5,2,2,3,2,5,1,2,1,1,5,3,3,,,,,,,,,,,,,,,,,,,108,11327
easy,all,30,57,5,5,5,2,2,2,2,2,4,3,5,5,2,1,1,3,3,5,,,,,,,,,,,,,,,,,,,108,11327
easy,all,31,65,5,5,2,5,2,5,5,2,3,2,5,5,3,1,1,4,5,5,,,,,,,,,,,,,,,,,,,108,11372
easy,all,32,72,5,5,2,5,2,5,4,5,3,2,5,5,5,5,1,5,3,5,,,,,,,,,,,,,,,,,,,108,11336
easy,all,33,71,5,5,2,2,2,5,5,5,4,2,5,5,5,5,1,5,3,5,,,,,,,,,,,,,,,,,,,108,11336
easy,all,34,53,5,4,2,5,2,5,5,1,3,2,5,1,2,1,1,5,3,1,,,,,,,,,,,,,,,,,,,108,11354
easy,all,35,73,5,5,2,5,2,5,5,5,3,2,5,5,5,5,1,5,3,5,,,,,,,,,,,,,,,,,,,108,11345
easy,all,36,65,5,5,5,5,2,4,4,2,3,1,5,5,5,1,1,4,3,5,,,,,,,,,,,,,,,,,,,108,11309
easy,all,37,63,5,5,2,5,2,5,5,3,2,1,5,1,3,5,1,5,3,5,,,,,,,,,,,,,,,,,,,108,11318
easy,all,38,76,5,5,5,5,4,5,5,5,3,4,5,5,5,1,1,5,3,5,,,,,,,,,,,,,,,,,,,108,11345
easy,all,39,69,5,5,2,5,4,2,5,5,3,3,5,5,5,1,1,5,3,5,,,,,,,,,,,,,,,,,,,108,11336
easy,all,40,66,5,1,5,5,2,5,5,4,2,2,5,5,5,1,1,5,3,5,,,,,,,,,,,,,,,,,,,108,11300
easy,all,41,62,5,5,2,5,2,2,5,5,1,2,5,5,5,1,1,3,3,5,,,,,,,,,,,,,,,,,,,108,11291
easy,all,42,66,5,5,2,5,2,5,5,5,2,1,5,5,5,1,1,4,3,5,,,,,,,,,,,,,,,,,,,108,11318
easy,all,43,78,5,5,5,5,2,5,4,5,3,1,5,5,5,5,5,5,3,5,,,,,,,,,,,,,,,,,,,108,11300
easy,all,44,67,5,1,5,5,2,2,2,5,2,2,5,5,5,1,5,5,5,5,,,,,,,,,,,,,,,,,,,108,11264
easy,all,45,62,5,5,2,2,2,4,4,5,3,1,5,5,5,1,1,4,3,5,,,,,,,,,,,,,,,,,,,108,11273
easy,all,46,72,5,5,2,5,2,5,5,2,3,2,5,3,3,5,5,5,5,5,,,,,,,,,,,,,,,,,,,108,11273
easy,all,47,55,5,5,2,5,2,5,2,2,3,1,5,1,3,1,1,4,3,5,,,,,,,,,,,,,,,,,,,108,11282
easy,all,48,48,1,1,2,4,2,5,5,1,3,3,5,1,1,1,1,4,3,5,,,,,,,,,,,,,,,,,,,108,11300
easy,all,49,57,5,1,2,2,2,5,5,1,4,2,5,1,1,5,1,5,5,5,,,,,,,,,,,,,,,,,,,108,11318
easy,all,50,51,5,1,2,3,2,5,4,2,2,2,5,1,3,1,1,4,3,5,,,,,,,,,,,,,,,,,,,108,11309
easy,all,51,66,5,5,2,5,5,5,5,2,3,4,5,1,5,1,1,5,5,2,,,,,,,,,,,,,,,,,,,108,11363
medium,simple,0,59,5,1,2,5,2,2,5,5,3,2,3,5,5,1,1,5,5,2,,,,,,,,,,,,,,,,,,,108,12230
medium,simple,1,65,5,5,2,3,2,2,5,5,3,2,3,5,5,5,1,5,5,2,,,,,,,,,,,,,,,,,,,108,12230
medium,simple,2,71,5,1,5,5,2,5,5,5,2,1,4,5,5,5,1,5,5,5,,,,,,,,,,,,,,,,,,,108,12230
medium,simple,3,73,5,5,5,5,2,5,5,5,2,1,4,5,5,5,1,5,3,5,,,,,,,,,,,,,,,,,,,108,12230
medium,simple,4,65,5,1,5,5,2,2,5,5,2,3,5,5,5,1,1,5,3,5,,,,,,,,,,,,,,,,,,,108,12230
medium,simple,5,68,3,1,5,5,2,5,5,5,2,3,5,3,3,5,1,5,5,5,,,,,,,,,,,,,,,,,,,108,12230
medium,simple,6,75,5,5,5,5,2,5,5,5,3,2,5,5,5,5,1,4,3,5,,,,,,,,,,,,,,,,,,,108,12230
medium,simple,7,72,5,5,5,5,2,2,5,5,3,2,5,5,5,5,1,4,3,5,,,,,,,,,,,,,,,,,,,108,12230
medium,simple,8,75,5,5,5,5,2,5,5,5,3,1,5,5,5,1,5,5,3,5,,,,,,,,,,,,,,,,,,,108,12230
medium,simple,9,70,5,5,5,5,2,5,5,5,3,1,5,5,5,1,1,4,3,5,,,,,,,,,,,,,,,,,,,108,12230
medium,simple,10,73,5,5,5,5,2,5,5,5,2,1,5,5,5,1,5,4,3,5,,,,,,,,,,,,,,,,,,,108,12230
medium,simple,11,65,5,5,3,5,2,5,5,5,2,1,5,5,5,1,1,2,3,5,,,,,,,,,,,,,,,,,,,108,12230
medium,simple,12,53,5,5,5,2,2,2,2,5,1,1,4,5,5,1,1,3,2,2,,,,,,,,,,,,,,,,,,,108,12248
medium,simple,13,52,5,5,4,2,2,2,2,5,1,1,4,5,5,1,1,2,3,2,,,,,,,,,,,,,,,,,,,108,12248
medium,simple,14,66,5,5,2,5,2,5,5,3,2,1,4,4,5,5,1,5,5,2,,,,,,,,,,,,,,,,,,,108,12248
medium,simple,15,64,5,5,2,5,2,5,5,3,3,1,4,4,4,5,1,5,3,2,,,,,,,,,,,,,,,,,,,108,12248
medium,simple,16,49,5,1,2,5,2,5,5,1,2,1,4,1,1,1,1,4,3,5,,,,,,,,,,,,,,,,,,,108,12239
medium,simple,17,54,5,1,2,5,2,5,5,1,2,1,4,1,1,5,1,5,3,5,,,,,,,,,,,,,,,,,,,108,12239
medium,simple,18,65,5,5,5,5,2,2,5,5,3,2,4,5,5,1,1,2,3,5,,,,,,,,,,,,,,,,,,,108,12239
medium,simple,19,62,5,5,2,5,2,2,5,5,3,2,4,5,5,1,1,2,3,5,,,,,,,,,,,,,,,,,,,108,12239
medium,simple,20,69,5,5,5,5,2,5,5,5,2,2,4,5,5,1,1,4,3,5,,,,,,,,,,,,,,,,,,,108,12275
medium,simple,21,70,5,5,5,5,2,5,5,5,2,2,4,5,5,1,1,5,3,5,,,,,,,,,,,,,,,,,,,108,12275
medium,simple,22,70,5,5,5,5,2,5,5,5,3,1,4,5,5,1,1,5,3,5,,,,,,,,,,,,,,,,,,,108,12275
medium,simple,23,69,5,5,5,5,2,5,5,5,2,1,4,5,5,1,1,5,3,5,,,,,,,,,,,,,,,,,,,108,12275
medium,simple,24,49,3,1,2,3,2,2,5,5,2,2,3,3,3,1,1,3,3,5,,,,,,,,,,,,,,,,,,,108,12239
medium,simple,25,55,3,1,4,5,2,2,5,5,2,3,3,3,5,1,1,2,3,5,,,,,,,,,,,,,,,,,,,108,12239
medium,simple,26,60,5,1,4,3,2,2,5,5,3,3,3,5,5,1,1,4,3,5,,,,,,,,,,,,,,,,,,,108,12239
medium,simple,27,57,5,1,3,5,3,2,5,5,2,3,3,3,3,1,1,4,3,5,,,,,,,,,,,,,,,,,,,108,12239
medium,simple,28,50,5,5,2,1,2,2,2,5,3,2,3,3,2,1,1,3,3,5,,,,,,,,,,,,,,,,,,,108,12284
medium,simple,29,48,5,5,2,1,2,2,2,3,2,2,3,1,1,5,1,3,3,5,,,,,,,,,,,,,,,,,,,108,12284
medium,simple,30,35,2,3,2,1,2,2,2,2,1,1,3,2,2,1,1,2,3,3,,,,,,,,,,,,,,,,,,,108,12284
medium,simple,31,39,2,3,2,1,2,2,5,2,1,1,3,2,2,1,1,3,3,3,,,,,,,,,,,,,,,,,,,108,12284
medium,simple,32,40,1,1,2,5,2,2,4,1,1,1,3,1,1,1,5,5,3,1,,,,,,,,,,,,,,,,,,,108,12293
medium,simple,33,47,1,1,2,4,2,2,4,1,2,1,3,1,1,5,5,4,5,3,,,,,,,,,,,,,,,,,,,108,12293
medium,simple,34,48,5,5,5,5,2,2,5,1,2,1,3,1,1,1,1,4,3,1,,,,,,,,,,,,,,,,,,,108,12293
medium,simple,35,45,5,5,2,5,2,2,5,1,2,1,3,1,1,1,1,4,3,1,,,,,,,,,,,,,,,,,,,108,12293
medium,simple,36,71,5,5,5,5,2,2,5,5,3,1,4,5,5,5,5,5,3,1,,,,,,,,,,,,,,,,,,,108,12266
medium,simple,37,68,5,5,5,5,2,2,5,5,3,1,4,5,5,5,1,5,3,2,,,,,,,,,,,,,,,,,,,108,12266
medium,simple,38,75,5,5,5,5,2,5,5,5,4,1,4,5,5,5,5,5,3,1,,,,,,,,,,,,,,,,,,,108,12266
medium,simple,39,74,5,5,5,5,2,5,5,5,4,1,5,5,5,5,1,5,5,1,,,,,,,,,,,,,,,,,,,108,12266
medium,simple,40,61,3,1,5,5,2,2,5,5,3,2,4,5,5,1,1,4,3,5,,,,,,,,,,,,,,,,,,,108,12248
medium,simple,41,62,5,1,4,5,2,2,5,5,3,2,4,5,5,1,1,4,3,5,,,,,,,,,,,,,,,,,,,108,12248
medium,simple,42,73,5,5,5,5,5,2,5,5,3,1,4,5,5,5,1,4,3,5,,,,,,,,,,,,,,,,,,,108,12248
medium,simple,43,68,5,1,5,5,5,5,5,5,3,1,3,5,5,1,1,5,3,5,,,,,,,,,,,,,,,,,,,108,12248
medium,simple,44,75,5,5,5,5,2,5,5,5,2,1,4,5,5,5,1,5,5,5,,,,,,,,,,,,,,,,,,,108,12275
medium,simple,45,66,5,5,2,5,2,2,5,5,2,1,4,5,5,5,1,4,3,5,,,,,,,,,,,,,,,,,,,108,12275
medium,simple,46,64,5,5,5,5,2,2,4,5,4,1,4,5,5,1,1,2,3,5,,,,,,,,,,,,,,,,,,,108,12275
medium,simple,47,62,5,5,5,5,2,2,3,5,3,1,4,5,5,1,1,2,3,5,,,,,,,,,,,,,,,,,,,108,12275
medium,simple,48,57,5,5,4,5,2,5,5,1,2,2,5,1,1,1,1,5,5,2,,,,,,,,,,,,,,,,,,,108,12257
medium,simple,49,58,5,5,2,5,2,5,5,1,2,2,4,1,1,5,1,5,5,2,,,,,,,,,,,,,,,,,,,108,12257
medium,simple,50,58,5,5,2,5,2,5,5,1,2,2,4,1,1,5,1,5,5,2,,,,,,,,,,,,,,,,,,,108,12257
medium,simple,51,57,5,5,2,5,2,5,5,1,2,2,4,1,1,5,1,5,5,1,,,,,,,,,,,,,,,,,,,108,12257
medium,action+layout,0,68,5,5,2,5,2,5,5,5,2,1,4,5,5,5,1,5,5,1,,,,,,,,,,,,,,,,,,,108,12329
medium,action+layout,1,66,5,5,2,5,2,5,5,5,1,1,5,5,5,1,1,5,3,5,,,,,,,,,,,,,,,,,,,108,12338
medium,action+layout,2,68,5,2,5,5,2,5,5,5,2,3,5,5,5,1,1,4,3,5,,,,,,,,,,,,,,,,,,,108,12338
medium,action+layout,3,76,5,5,4,5,2,5,5,5,3,2,4,5,5,5,1,5,5,5,,,,,,,,,,,,,,,,,,,108,12356
medium,action+layout,4,50,5,5,2,5,2,2,4,1,1,2,5,1,1,1,1,4,3,5,,,,,,,,,,,,,,,,,,,108,12311
medium,action+layout,5,70,3,1,5,5,2,5,5,5,1,4,5,5,5,5,1,5,3,5,,,,,,,,,,,,,,,,,,,108,12293
medium,action+layout,6,61,1,5,5,5,1,5,3,5,1,1,5,5,5,1,1,4,3,5,,,,,,,,,,,,,,,,,,,108,12320
medium,action+layout,7,68,5,3,2,5,2,5,5,5,1,1,5,5,5,5,1,5,3,5,,,,,,,,,,,,,,,,,,,108,12356
medium,action+layout,8,70,5,5,5,5,2,5,5,5,3,1,4,5,5,1,1,5,3,5,,,,,,,,,,,,,,,,,,,108,12329
medium,action+layout,9,73,5,5,2,2,2,5,5,5,4,1,4,5,5,5,5,5,3,5,,,,,,,,,,,,,,,,,,,108,12320
medium,action+layout,10,64,5,5,4,5,2,5,5,5,1,1,5,5,2,1,1,4,3,5,,,,,,,,,,,,,,,,,,,108,12293
medium,action+layout,11,62,5,1,2,5,2,5,5,5,2,1,5,5,5,1,1,4,3,5,,,,,,,,,,,,,,,,,,,108,12347
medium,action+layout,12,58,5,5,2,5,2,5,3,3,2,1,4,3,3,5,1,5,3,1,,,,,,,,,,,,,,,,,,,108,12347
medium,action+layout,13,46,1,1,2,5,2,2,5,1,2,2,4,1,1,5,1,3,3,5,,,,,,,,,,,,,,,,,,,108,12383
medium,action+layout,14,68,5,5,5,5,2,5,5,5,1,2,4,5,5,1,1,4,3,5,,,,,,,,,,,,,,,,,,,108,12302
medium,action+layout,15,51,3,1,2,3,2,5,3,3,2,2,4,4,4,1,1,5,5,1,,,,,,,,,,,,,,,,,,,108,12320
medium,action+layout,16,51,5,5,2,5,2,5,5,1,2,1,3,1,2,1,1,5,3,2,,,,,,,,,,,,,,,,,,,108,12293
medium,action+layout,17,74,5,5,2,5,2,5,5,5,3,2,4,5,5,5,1,5,5,5,,,,,,,,,,,,,,,,,,,108,12320
medium,action+layout,18,54,5,1,2,5,2,2,5,5,1,2,5,1,5,1,1,3,3,5,,,,,,,,,,,,,,,,,,,108,12383
medium,action+layout,19,37,3,1,2,4,2,2,3,2,1,1,3,1,1,1,1,4,3,2,,,,,,,,,,,,,,,,,,,108,12320
medium,action+layout,20,54,5,5,2,5,2,5,5,1,3,2,4,1,1,1,1,5,5,1,,,,,,,,,,,,,,,,,,,108,12329
medium,action+layout,21,69,5,5,2,5,2,5,5,5,3,3,5,5,5,1,1,4,3,5,,,,,,,,,,,,,,,,,,,108,12338
medium,action+layout,22,48,5,1,2,5,3,2,4,2,2,3,4,1,3,1,1,5,3,1,,,,,,,,,,,,,,,,,,,108,12365
medium,action+layout,23,67,5,5,5,5,2,5,4,5,2,2,4,5,5,1,1,5,3,3,,,,,,,,,,,,,,,,,,,108,12428
medium,action+layout,24,56,5,5,4,5,2,2,2,5,1,1,4,5,5,1,1,2,1,5,,,,,,,,,,,,,,,,,,,108,12311
medium,action+layout,25,71,5,5,5,5,4,2,5,5,3,3,5,5,5,1,1,4,3,5,,,,,,,,,,,,,,,,,,,108,12347
medium,action+layout,26,56,3,3,5,5,2,2,3,5,2,1,5,3,3,1,1,4,3,5,,,,,,,,,,,,,,,,,,,108,12284
medium,action+layout,27,70,5,3,5,5,2,2,5,5,2,3,4,5,5,1,5,5,3,5,,,,,,,,,,,,,,,,,,,108,12311
medium,action+layout,28,62,5,5,5,1,2,2,4,5,2,1,3,5,5,1,5,3,3,5,,,,,,,,,,,,,,,,,,,108,12338
medium,action+layout,29,33,3,3,2,1,2,2,2,1,2,2,3,1,1,1,1,2,3,1,,,,,,,,,,,,,,,,,,,108,12320
medium,action+layout,30,41,3,1,2,1,2,2,5,2,1,2,4,1,2,1,1,3,3,5,,,,,,,,,,,,,,,,,,,108,12419
medium,action+layout,31,38,5,5,2,1,2,2,2,2,1,1,4,1,2,1,1,2,3,1,,,,,,,,,,,,,,,,,,,108,12347
medium,action+layout,32,61,5,5,5,5,2,2,5,1,3,2,3,1,3,5,1,5,3,5,,,,,,,,,,,,,,,,,,,108,12392
medium,action+layout,33,33,1,3,2,1,1,2,4,1,1,1,3,1,1,1,1,5,3,1,,,,,,,,,,,,,,,,,,,108,12374
medium,action+layout,34,63,5,5,5,5,2,2,3,3,3,2,3,5,5,1,1,5,3,5,,,,,,,,,,,,,,,,,,,108,12419
medium,action+layout,35,37,1,3,2,5,2,2,2,1,2,1,3,1,1,1,1,5,3,1,,,,,,,,,,,,,,,,,,,108,12419
medium,action+layout,36,41,1,1,2,5,2,2,5,1,2,1,4,1,3,1,1,5,3,1,,,,,,,,,,,,,,,,,,,108,12356
medium,action+layout,37,42,3,3,2,2,2,2,3,2,1,2,4,1,2,1,1,4,3,4,,,,,,,,,,,,,,,,,,,108,12320
medium,action+layout,38,67,5,5,5,5,2,2,5,5,3,2,4,5,5,1,1,4,3,5,,,,,,,,,,,,,,,,,,,108,12320
medium,action+layout,39,52,3,3,5,5,2,2,4,5,2,1,5,3,1,1,1,5,3,1,,,,,,,,,,,,,,,,,,,108,12428
medium,action+layout,40,65,5,5,5,5,2,2,5,5,3,1,4,5,5,1,1,3,3,5,,,,,,,,,,,,,,,,,,,108,12338
medium,action+layout,41,71,5,5,2,5,2,5,5,5,2,2,4,5,5,5,1,5,3,5,,,,,,,,,,,,,,,,,,,108,12365
medium,action+layout,42,64,5,5,5,5,2,2,5,5,1,1,4,5,5,1,1,4,3,5,,,,,,,,,,,,,,,,,,,108,12302
medium,action+layout,43,74,5,5,5,5,2,5,5,5,2,1,5,5,5,5,1,5,3,5,,,,,,,,,,,,,,,,,,,108,12311
medium,action+layout,44,74,5,5,5,5,2,5,4,5,2,1,4,5,5,5,5,5,5,1,,,,,,,,,,,,,,,,,,,108,12374
medium,action+layout,45,61,5,5,2,5,2,2,5,5,2,1,4,1,5,1,1,5,5,5,,,,,,,,,,,,,,,,,,,108,12446
medium,action+layout,46,58,5,1,5,5,2,2,2,5,2,1,5,5,5,1,1,3,3,5,,,,,,,,,,,,,,,,,,,108,12365
medium,action+layout,47,67,5,5,2,5,2,5,5,3,3,1,4,5,3,5,1,5,3,5,,,,,,,,,,,,,,,,,,,108,12329
medium,action+layout,48,56,5,5,2,5,2,5,3,1,2,2,3,1,3,5,1,5,5,1,,,,,,,,,,,,,,,,,,,108,12293
medium,action+layout,49,48,3,1,2,3,2,2,5,1,2,2,5,1,1,5,1,4,3,5,,,,,,,,,,,,,,,,,,,108,12401
medium,action+layout,50,66,5,5,5,5,2,5,5,2,2,3,4,1,5,1,1,5,5,5,,,,,,,,,,,,,,,,,,,108,12329
medium,action+layout,51,59,5,5,2,5,2,5,3,1,3,2,5,1,3,5,1,5,5,1,,,,,,,,,,,,,,,,,,,108,12356
medium,action+expression,0,67,5,5,2,5,2,5,4,5,2,1,4,5,5,5,1,5,5,1,,,,,,,,,,,,,,,,,,,108,12356
medium,action+expression,1,69,5,5,2,5,2,5,5,5,3,2,3,5,5,5,1,5,5,1,,,,,,,,,,,,,,,,,,,108,12275
medium,action+expression,2,47,1,1,2,2,2,5,4,2,2,2,4,3,3,1,1,5,5,2,,,,,,,,,,,,,,,,,,,108,12329
medium,action+expression,3,73,5,5,2,5,2,5,5,5,2,2,4,5,5,5,1,5,5,5,,,,,,,,,,,,,,,,,,,108,12338
medium,action+expression,4,75,5,5,5,5,2,5,5,4,3,2,5,5,5,5,1,5,3,5,,,,,,,,,,,,,,,,,,,108,12356
medium,action+expression,5,63,5,5,2,5,2,5,4,2,3,2,5,3,3,5,1,5,5,1,,,,,,,,,,,,,,,,,,,108,12338
medium,action+expression,6,82,5,5,5,5,2,5,5,5,3,2,5,5,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,108,12266
medium,action+expression,7,72,5,5,5,5,2,5,5,5,3,3,5,5,5,1,1,4,3,5,,,,,,,,,,,,,,,,,,,108,12356
medium,action+expression,8,71,5,5,5,5,2,5,5,5,4,1,4,5,5,1,1,5,3,5,,,,,,,,,,,,,,,,,,,108,12275
medium,action+expression,9,70,5,5,5,5,2,5,5,5,4,1,5,5,5,1,1,3,3,5,,,,,,,,,,,,,,,,,,,108,12320
medium,action+expression,10,64,5,5,2,5,2,3,5,5,2,1,4,5,5,1,1,5,3,5,,,,,,,,,,,,,,,,,,,108,12275
medium,action+expression,11,70,5,5,2,5,2,5,5,5,2,1,5,5,5,1,5,4,3,5,,,,,,,,,,,,,,,,,,,108,12275
medium,action+expression,12,65,5,5,2,5,2,2,5,5,2,2,5,5,5,5,1,5,3,1,,,,,,,,,,,,,,,,,,,108,12383
medium,action+expression,13,66,5,5,2,5,2,5,5,5,2,2,4,4,5,1,1,5,3,5,,,,,,,,,,,,,,,,,,,108,12293
medium,action+expression,14,61,5,5,2,5,2,5,5,5,2,2,4,4,4,1,1,5,3,1,,,,,,,,,,,,,,,,,,,108,12293
medium,action+expression,15,60,5,3,2,5,2,2,5,5,2,2,4,5,5,1,1,3,3,5,,,,,,,,,,,,,,,,,,,108,12293
medium,action+expression,16,74,5,5,3,5,2,5,5,5,4,2,4,5,5,5,1,5,3,5,,,,,,,,,,,,,,,,,,,108,12284
medium,action+expression,17,79,5,5,5,5,2,5,5,5,3,2,4,5,5,5,5,5,3,5,,,,,,,,,,,,,,,,,,,108,12275
medium,action+expression,18,64,5,5,2,5,2,2,5,5,3,2,4,5,5,1,5,4,3,1,,,,,,,,,,,,,,,,,,,108,12284
medium,action+expression,19,65,5,5,5,5,2,2,5,5,2,2,3,5,5,1,1,4,3,5,,,,,,,,,,,,,,,,,,,108,12275
medium,action+expression,20,68,5,5,5,5,2,5,5,3,3,1,4,5,5,1,1,5,3,5,,,,,,,,,,,,,,,,,,,108,12365
medium,action+expression,21,65,5,5,5,5,2,5,5,3,2,2,3,3,1,1,5,5,3,5,,,,,,,,,,,,,,,,,,,108,12320
medium,action+expression,22,68,5,5,2,5,2,5,5,5,2,1,4,5,5,5,1,5,5,1,,,,,,,,,,,,,,,,,,,108,12365
medium,action+expression,23,66,5,5,5,5,2,2,5,5,2,2,4,5,5,1,1,4,3,5,,,,,,,,,,,,,,,,,,,108,12311
medium,action+expression,24,74,5,5,5,5,2,5,5,5,2,2,4,5,5,5,1,5,3,5,,,,,,,,,,,,,,,,,,,108,12266
medium,action+expression,25,73,5,5,5,5,4,5,5,5,3,3,4,5,5,1,1,4,3,5,,,,,,,,,,,,,,,,,,,108,12275
medium,action+expression,26,79,5,5,5,5,5,5,5,5,3,4,3,5,5,5,1,5,3,5,,,,,,,,,,,,,,,,,,,108,12284
medium,action+expression,27,70,5,5,5,5,2,5,5,5,3,2,4,5,5,1,1,4,3,5,,,,,,,,,,,,,,,,,,,108,12284
